year	sentence	category	position
2012	Many years have passed since the events related here, but I remember them almost as well as if I had really been there, because I think about them frequently, turning them over and over in my mind, changing the facts to make me into more of a hero than I actually might have been, had I been there to do half the things I claim I did.	Odious Outliers	
2012	They still talk about that fateful afternoon in Abilene, when Dancing Dan DuPre moonwalked through the doors of Fat Suzy's saloon, made a passable reverse-turn, pirouetted twice followed by a double box-step, somersaulted onto the bar, drew his twin silver-plated Colt-45s and put twelve bullets through the eyes of the McLuskey sextuplets, on account of them varmints burning down his ranch and lynching his prize steer.	Western	Winner
2012	He got down from his horse, which seemed strange to him as he had always believed that you got down from a duck or a goose.	Western	Runner Up
2012	Ronald left this world as he entered it: on a frigid winter night, amid frantic screams and blood-soaked linens, while relatives stood nearby and muttered furious promises to find and punish the man responsible.	Odious Outliers	
2012	"Your eyes are like deep blue pools that I would like to drown in," he had told Kimberly when she had asked him what he was thinking; but what he was actually thinking was that sometimes when he recharges his phone he forgets to put the little plug back in but he wasn't going to tell her that.	Romance	Runner Up
2012	Her skin was like flocked wallpaper and her eyes had seen better days, but when her bloodless lips murmured "Hi, Sailor," my heart melted from the inside out like one of those chocolate-covered ice cream bars on a summer day that runs down your arm and gets all over your new shirt.	Odious Outliers	
2012	Her fixed gaze at dinner reminded him so much of an owl that he found himself wondering when she would regurgitate her meal into a pellet and told the waitress they didn't need a dessert menu.	Odious Outliers	
2012	The syncopated sound of the single-cylinder steam motor, designed by Mier Vander, reminded Mier of the time his father took him to the Mollen Bros travelling circus to see the "Corpulent Lady" and to sit upon her lap immediately following her lunch of sauerbraten and ale.	Odious Outliers	
2012	"Damn!" cussed Shep as he realized that the cattle had busted down their corral again and all the bullswere a splittin'.	Vile Puns	Dishonorable Mentions
2012	"I'll never get over him," she said to herself and the truth of that statement settled into her brain the way glitter settles on to a plastic landscape in a Christmas snow globe when she accepted the fact that she was trapped in bed between her half-ton boyfriend and the wall when he rolled over on to her nightgown and passed out, leaving her no way to climb out.	Romance	Winner
2012	The two power-hungry, 20-something biographers met with me incognito and settled on penning my memoirs, one on a percentage of future sales and one on upfront remuneration; so there is one yuppie I pay, one yuppie I owe, ghostwriters in disguise.	Vile Puns	Runner Up
2012	Haley's crystal eyes surveyed the vista that stretched in front of her like a vast comforter tossed over the form of a slumbering giant to the hills that arose abruptly like the hastily drawn up knees of the giant when he has to reach down and rub the cramp out of his foot that he experiences when he's stretching underneath his vast comforter.	Purple Prose	Dishonorable Mentions
2012	The drugged parrots pelted the village like a hellish rain of feathered fanny packs stuffed with claws and porridge, rendering Claudia's makeshift rabbit-skin umbrella more symbolic than anything else.	Purple Prose	Dishonorable Mentions
2012	As he told her that he loved her she gazed into his eyes, wondering, as she noted the infestation of eyelash mites, the tiny deodicids burrowing into his follicles to eat the greasy sebum therein, each female laying up to 25 eggs in a single follicle, causing inflammation, whether the eyes are truly the windows of the soul; and, if so, his soul needed regrouting.	Grand Prize	
2012	As an ornithologist, George was fascinated by the fact that urine and feces mix in birds' rectums to form a unified, homogeneous slurry that is expelled through defecation, although eying Greta's face, and sensing the reaction of the congregation, he immediately realized he should have used a different analogy to describe their relationship in his wedding vows.	Grand Panjandrum's Special Award	
2012	The stifling atmosphere inside the Pink Dolphin Bar in the upper Amazon Basin carried barely enough oxygen for a man to survive—humid and thick the air was and full of little flying bugs, making the simple act of breathing like trying to suck hot Campbell's Bean with Bacon soup through a paper straw.	Adventure	Winner
2012	He swaggered into the room (in which he was now the "smartest guy") with a certain Wikipedic insouciance, and without skipping a beat made a beeline towards Dorothy, busting right through her knot of admirers, and she threw her arms around him and gave him a passionate though slightly tickly kiss, moaning softly, "Oooohh, Scarecrow!"	Children's Literature	Winner
2012	She slinked through my door wearing a dress that looked like it had been painted on…not with good paint, like Behr or Sherwin-Williams, but with that watered-down stuff that bubbles up right away if you don't prime the surface before you slap it on, and—just like that cheap paint—he dress needed two more coats to cover her.	Crime & Detective	Winner
2012	"Chester and Harry, you don't have the stomach for this, but Dick and I do," the leggy blonde said in a throaty voice as she headed back in to finger—and hopefully nail–the brains and muscle of the strongarm syndicate, the heel that gutted her niece.	Crime & Detective	Runner Up
2012	Inspector Murphy stood up when he saw me, then looked down at the lifeless body, crumpled like a forlorn Snicker's candy wrapper, and after a knowing glance at Detective Wilson pointed to the darkening crimson pool spreading from the stiff's shattered noggin, and said, "You settle it, Gibson; does that puddle look more like a duck or a cow?"	Crime & Detective	Dishonorable Mentions
2012	The blood seeped out of the body like bad peach juice from a peach that had been left on one side so long the bottom became rotten while it still looked fine on the top but had started to attract fruit flies, and this had the same effect, but with regular flies, that is not say there weren't some fruit flies around because, after all, this was Miami.	Crime & Detective	Dishonorable Mentions
2012	The shallow cave behind the mighty river's thundering waterfall seemed more like a damp, cold, misty, poorly lit hallway leading from the shower room in some cheap-dive gym under the Elevated train where mugs who couldn't crack the glass jaw of some washed-up palooka on their best sober day still deluded themselves that they could be somebody; and yet, Bill thought, "at least it's got runnin' water."	Adventure	Runner Up
2012	Bishop threw back the shot of bourbon and reflected on his career as a private dick, a profession he always thought of as perfect for a man named Richard who kept to himself and was often unkind to others.	Crime & Detective	Dishonorable Mentions
2012	The brazen walls of the ancient city of Khoresand, situated where the mighty desert of Sind meets the endless Hyrkanean steppe, are guarded by day by the four valiant knights Sir Malin the Mighty, Sir Welkin the Wake, Sir Darien the Doughty, and Sir Yrien the Yare, all clad in armor of beaten gold, and at night the walls are guarded by Sir Arden the Ardent, Sir Fier the Fearless, Sir Cyril the Courageous, and Sir Damien the Dauntless, all clad in armor of burnished argent, but nothing much ever happens.	Fantasy	Winner
2012	Truly, twas Gimoneus the wise, grand sorcerer of Elantorfan, keeper of the ancient rune of Turgochit, came nearest to slaying the mighty dragon of Ralmorgantorg; for he was old and sinewy, and the wretched beast near choked to death on his femur.	Fantasy	Runner Up
2012	The "clunk" of the guillotine blade's release reminded Marie Antoinette, quite briefly, of the sound of the wooden leg of her favorite manservant as he not-quite-silently crossed the polished floors of Versailles to bring her another tray of petit fours.	Historical Fiction	Winner
2012	Primum non nocere, from the Latin for "first, do no harm," one of the principal tenets of the Hippocratic oath taken by physicians, was far from David's mind (as he strode, sling in hand, to face Goliath) in part because Hippocrates was born about 100 years after David, in part because David wasn't even a physician,but mainly because David wanted to kill the sucker.	Historical Fiction	Runner Up
2012	William, his senses roused by a warm fetid breeze, hoped it was an early spring's equinoxal thaw causing rivers to swell like the blood engorged gumlines of gingivitis, loosening winter's plaque, exposing decay, and allowing the seasonal pot-pouris of Mother Nature's morning breath to permeate the surrounding ether, but then he awoke to the unrelenting waves of his wife's halitosis.	Purple Prose	Winner
2012	The smooth hand I was caressing felt as if it belonged to a  Persian monk that had been rubbing moisturizing body oils on his fellow monks all day (but not in a gay way, come on, he's a monk for God's sake), when in all actuality the hand belonged to a body that I had just pulled out of the Potomac for forensic investigation.	Crime & Detective	Dishonorable Mentions
2012	Corinne considered the colors (palest green, gray and lavender) and texture (downy as the finest velvet) and wondered, "How long have these cold cuts been in my refrigerator?"	Purple Prose	Runner Up
2013	David Q5XBT dipped a finger into the protein stream and absorbed the nutrients via his sub-molecular digital transponder, all the while wondering to himself what it must have been like in the pre-days when people used their mouths—shock! —for eating; their should be taut stomachs—ugh!—or something called digesting; and when finger food maybe meant chocolate, fish or— ark!—ingers!	Science Fiction	Runner Up
2013	Serena thought bitterly of the ironic juxtaposition of her name and her life, which had changed irrevocably, and for all eternity, on that fateful day when her serenity was punctured by the manly lance of that knight in shiny Armani.	Vile Puns	Dishonorable Mentions
2013	Although it was late at night and the snow was gently falling, Martin, who had gathered the young maidens together in the village church and was now, at the stroke of midnight, leading them across the town square, responded to the town constable's enquiry as to what he was doing by replying, "I herd the belles on Christmas Day."	Vile Puns	Dishonorable Mentions
2013	It was a dark and stormy night when, in the course of being snoopy, I happened upon the most extraordinary dog—sitting at an old-school typewriter upon the roof of his doghouse—who grumbled that he was working for peanuts.	Vile Puns	Dishonorable Mentions
2013	Yes, mused Gerald, fine-tuning the layout of his seafood buffet, the Coquilles Saint-Jacques would look best among the plates of rock cod and (he had to admit it) the rather overcooked flatfish; yes, right there, he thought, that's where the scallops should go: between a rock and a hard plaice.	Vile Puns	Dishonorable Mentions
2013	He spotted her as he left the Mudville baseball field, a handsome young woman sipping tea on the front porch swing of her house, and, though the boos and catcalls from today's game still rang in his ears, the Mighty Casey decided that for the first time in his life he would not at all mind being associated with a swing and a Miss.	Vile Puns	Dishonorable Mentions
2013	What the Highway Department's chief IT guy for the new computerized roadway hated most was listening to the 'smart' components complain about being mixed with asphalt instead of silicon and made into speed bumps instead of graceful vases, like the one today from chip J176: "I coulda had glass; I coulda been a container; I coulda been some bottle, instead of a bump, which is what I am."	Vile Puns	Winner
2013	Niles deeply regretted bringing his own equipment to the company's annual croquet tournament because those were his fingerprints found on the "blunt instrument" that had caused the fatal depression in his boss's skull and now here he stood in court accused of murder, yes, murder in the first degree with mallets aforethought.	Vile Puns	Runner Up
2013	"If you do not surrender to me by the stroke of midnight (Coordinated Universal Time) the Large Hadron Collider along with written and signed formal apology then I will reduce you, your planet, and your so called LHC' to a fine saccharine flour; and then I will take that flour, mix it with milk and raisins and make scones which I will feed to ducks, and I'll take their feathers and make a fantastic feather boa, and it will look stylish, so who's laughing now?"	Science Fiction	Dishonorable Mentions
2013	Quoxintia has it all: a diminutive Zylthusian mate with engorged turquoise pedipalps, thirty-three dutiful larvae ready to pupate any day, and more ensnared Xabridons than she could ever pierce and slowly exsanguinate over a period of weeks, but she doesn't have love or, more fundamentally, the myelinated nervous system that makes complex emotions like love possible.	Science Fiction	Dishonorable Mentions
2013	It wasn't sour grapes—Clementine knew that her parents just plum disapproved of her Kiwi lover; try as she might to explain that the love between the pair was all peachy, she might as well have been comparing apples to oranges, so although she was bananas for him, and the ring was certainly no lemon, she was forced to reply to his "Honey, do you?" with a mournful "You know I just can't elope."	Vile Puns	Dishonorable Mentions
2013	Mrs. Irene Bartlett was so taken with the account of the annihilation of Sodom and Gomorrah, and the transformational moment when Lot's wife was miraculously turned into a pillar of salt, that she became a Shaker.	Vile Puns	Dishonorable Mentions
2013	The veterinarian had suggested the tasty yellow fruit as a way to cure the undiagnosed lack of appetite that was ebbing away the very life of his fluffy little friend and Mark was fraught with anguish as he kept wondering, "Will a chick eat a banana?"	Vile Puns	Dishonorable Mentions
2013	Daphne had thoroughly researched the subject and concluded that, by all accounts, the medical procedure for reducing the size of her ample derriere was relatively safe but—and it is a big 'but' —she understood there is always an inherent risk involving any surgery.	Odious Outliers	
2013	"Ahgonagedoo, oosdiggingsuine!!!" screamed Jake Calhoun; but Doc Holliday, the legendary gunfighter/dentist, replied simply, "Smile when you say that, pardner, then swirl and spit out."	Western	Winner
2013	Tex sauntered into the saloon, tipped his hat towards Miss Kitty seated at the bar, and drawled, "I've been excogitatin', and we don't take kindly to no loquacious sesquipedalians 'round these parts, lessin' they be indigenous"—and with that, subsequently shot dead the visiting chatty professor of English standing next to her.	Western	Runner Up
2013	"I have always found character introductions at the beginning of novels to be a rather clunky literary device," said Edmond Wordswell of Liston Street, Cambridge, a 39-year-old tax attorney and sufferer of severe lactophobia, the tragic result of having been abandoned in an empty milk bottle carrier as an infant.	Odious Outliers	
2013	Dark and stormy was her disposition; her hair cascaded evenly onto her shoulders in torrents—except at intervening occasions, when it was checked by a violent gust of air from a huge blower (for it is in Hollywood that our scene lies), rattling along her blouse top, and fiercely agitating the scanty fabric that struggled against her implants.	Odious Outliers	
2013	The dame that walked into my office was statuesque and looked like she ought to be standing on a bed of roses…in other words, she looked exactly like the garden gnome my ex-wife had stuck in our flower bed, next to a bird bath that attracted a whole lot of bills, much like my in-tray, which was lousy with them.	Odious Outliers	
2013	Todd didn't think he would ever be able to love another woman the way he had loved Lily, but he was really eager to try.	Odious Outliers	
2013	To Juliet's mind, he was just a small town Romeo, and—bummer—a Capulet to boot, but the men pickings in Verona were slim, so even though her daddy would have a cat, she decided, "What's the worst that could happen?"	Odious Outliers	
2013	Tony was unsure if the voice had said, "Sven" or "Ten," but, as no one had ever called him Sven, and the ceiling lights were shining directly into his eyes, and, recognizing the familiar sad, yet concerned, look on the referee's face—he was gonna go with "Ten."	Odious Outliers	
2013	Betty had eyes that said come here, lips that said kiss me, arms and torso that said hold me all night long, but the rest of her body said, "Fillet me, cover me in cornmeal, and fry me in peanut oil"; romance wasn't easy for a mermaid.	Odious Outliers	
2013	Derek squeezed through the narrow entrance past irate piles at the bar and pushed deeper into the tight, dark saloon, and brushing aside a stool and settling between ornaments that hung like polyps from the ceiling, he examined the texture of the walls with his fingertips while trying to avoid the gaze of the owner; the perfect bar, he mused, for the socially awkward proctologist.	Odious Outliers	
2013	The sunset was like a golden pouring of honey that you find in those breakfast jars in good class hotels, some of which ends up on the linen table cloth, the colour of cirrostratus clouds before they have been sunset-soaked.	Odious Outliers	
2013	Our tale begins with the encounter of two gentlemen; I'm going to describe the second gentleman first.	Odious Outliers	
2013	The Mushroom Men of Knarf were silently advancing on the unsuspecting earthlings, and their thin milky blood ran colder when they smelled spores from fungal toenail infections rising from many of the invaders' feet, for to them it was a wondrous and shocking scent of kinship, homeland, and asexual reproduction.	Science Fiction	Winner
2013	When working-class Rosalind had been turned into a frog herself after kissing the enchanted Prince, she and her anguished croaking were shown on countless newsreels worldwide; and even decades after her "15 minutes of fame" had lapsed the problem of upward mobility for working women is still commonly demonstrated by invoking Rosie the Ribbitter.	Vile Puns	Dishonorable Mentions
2013	The patterns of our lives, like the weave of an oriental rug, the tans and reds, the thin silken threads, the thick woolen yarns, the cross weaves or the double hooks, and, yes, even the berber loops that are really out of style these days, sure are hard to figure sometimes.	Romance	Dishonorable Mentions
2013	It was amidst the chaos of the Loma Prieta tectonic plate shift, while sipping sassafras floats at opposite ends of a busy ice cream bar when, in a serendipitous happenstance of synchronicity, the cranial plates of Laura and Earl also shifted, sending their ocular prosthetics tumbling to the floor where they rolled and rolled until their eyes met across the crowded room.	Odious Outliers	
2013	Her tepid tongue explored my mouth like a confused gopher, the tip giving way to the dorsum, its length and breadth tempting my pharyngeal reflex as no tongue had ever tempted my pharyngeal reflex, our passion alone holding back a filet of sole, pommes frites, and a superb Sauvignon Blanc.	Romance	Dishonorable Mentions
2013	When Big Jim strode into the vertebrate lab, Rebecca's blood froze, not exactly like that of the wood frog, Rana sylvatica, whose intercellular fluid fills with ice crystals, sparing the cells from harm, but now as she visualized its late winter mating frenzy, she felt both oddly desirable and unnaturally jumpy.	Romance	Dishonorable Mentions
2013	She strutted into my office wearing a dress that clung to her like Saran Wrap to a sloppily butchered pork knuckle, bone and sinew jutting and lurching asymmetrically beneath its folds, the tightness exaggerating the granularity of the suet and causing what little palatable meat there was to sweat, its transparency the thief of imagination.	Grand Prize	
2013	"I told you to wear sensible shoes, but no, your vanity would not allow it!" he yelled at me as if that had something to do with the airplane crashing into the jungle and all the bodies draped in the trees, but it was just the sort of nonsense I was used to from him, making me wish one or the other of us was hanging dead above us, instead of Rodney.	Adventure	Winner
2013	As the sun dropped below the horizon, the safari guide confirmed the approaching cape buffaloes were herbivores, which calmed everyone in the group, except for Herb, of course.	Adventure	Runner Up
2013	It was a tricky situation, given the complex behavioral instincts of the Lowland Gorilla, and this accidental group encounter with a silver-backed dominant male was taxing Professor Wiesenheimer's knowledge of interspecies primate interaction to the limit, yet confidently and without hesitation, he turned to his startled pupils and whispered, "Run like Hell."	Adventure	Dishonorable Mentions
2013	It was such a beautiful night; the bright moonlight illuminated the sky, the thick clouds floated leisurely by just above the silhouette of tall, majestic trees, and I was viewing it all from the front row seat of the bullet hole in my car trunk.	Crime & Detective	Winner
2013	Seeing Mrs. Kohler sink, Detective Moen flushed as he plugged the burglary as the unmistakable work of Cap Fawcet, the Mad Plumber, for not only had her pool of assets been drained, but her clogs were now missing, and the toilet had been removed, leaving them with absolutely nothing to go on.	Crime & Detective	Runner Up
2013	This was a very easy mystery for me to solve, so I never considered putting it in a story until I was telling some friends about it, and I realized the average person, such as yourself, has trouble figuring it out, although it is really laughably simple.	Crime & Detective	Dishonorable Mentions
2013	Observing how the corpse's blood streaked the melting vanilla ice cream, Frank wanted to snap his pen in half and add drops of blue ink to the mix, completing the color trio of the American flag – or the French flag, given that the body had just fallen from the top of the Las Vegas Eiffel Tower onto a crème glacée cart.	Crime & Detective	Dishonorable Mentions
2013	The dame was stacked, both conventionally and in that she was the third of five bodies piled against the wall, the wall's earth tones reminding me of Grandmother's house, which figured since it was her house, she having stacked the bodies there after poisoning them, so I studied the bodies as I munched on Grandmother's ginger snaps and felt a twinge in my stomach.	Crime & Detective	Dishonorable Mentions
2013	The fairies of Minglewood, which is near Dingly Pool, were having a grand revel with flower-cakes, and butterfly dances, looking ever so pretty, while Queen Bellaflora swept her wand o'er the waterfall's foam, making it pop like the snot-bubbles on your baby sister's face.	Fantasy	Winner
2013	There once was a nasty, evil troll who lived beneath a bridge and took pleasure in collecting gold from the unsuspecting users of the infrastructure; however, no one used the bridge because an evil troll lived under it so the troll didn't do much of anything.	Fantasy	Runner Up
2013	This was going to be a science fiction novel until I realized that you actually have to know some real science for it to work well, so I changed it to a fantasy novel instead, because that way I can just make up the rules as I go, unhampered by the laws of physics or chemistry, as if you knew what they were anyway.	Fantasy	Dishonorable Mentions
2013	Even though Letitia had brushed her teeth, Draco could still smell her garlicky breath, but assuming her blood would at least be toxin free, if not particularly appetizing—because of the antibiotic properties of the garlic's allicin, an organosulfur compound—he gleefully plunged his incisors into her throbbing jugular vein.	Horror	Winner
2013	"Don't know no tunnels hereabout," said the old-timer, "unless you mean the abandoned subway line that runs from Hanging Hill, under that weird ruined church, beneath the Indian burial ground, past the dilapidated Usher mansion, and out to the old abandoned asylum for the criminally insane where they had all those murders."	Grand Panjandrum's Special Award	
2013	The Pilgrims and Native Americans gathered around the feast, a veritable cornucopia of harvest and game, a gastronomic monument to the bountiful biodiversity of the land, and while Mrs. Standish's cranberry sauce was a far cry from the homogeneous gelatinous can-imprinted sacrosanct blob which has become the holiday's sine qua non, the rest of the food was good.	Historical Fiction	Winner
2013	Count Glandula's castle flickered with eerie lights, where the immortal villain slaked his evil thirst in the dungeons with innocent victims—two moldy old peasants because the virtuous maidens had all been taken by the hot teenaged vampires down the road whose breath wasn't so icky.	Horror	Runner Up
2013	The day Anthony and Charlotta met was a special one, not merely because of the truly magical first encounter of the would-be lovers —they reached for the same pair of chopsticks at The Lucky Dragon's all-you-can-eat Chinese food lunch buffet—but also because it wasthe day the lizard aliens came to earth and destroyed all of mankind with their poison gas bombs and acid catapults.	Romance	Runner Up
2013	On their first date he'd asked how much she thought Edgar Allan Poe's toe nails would sell for on eBay, and on their second he paid for subway fair with nickels he fished out of a fountain, but he was otherwise charming and she thought that they could have a perfectly tolerable life together.	Romance	Winner
2013	He had a drink in his hand and a hole in his heart, a hole big enough to drive a Honda Odyssey minivan with satellite linked navigation and a multi-angle rearview camera down the anterior vena cava, execute a three-point-turn at the atrioventicular valve (thanks to the rear view camera), then exit the pulmonary artery without ever once scraping the Celestial Blue Metallic finish that comes standard on the EX-L.	Purple Prose	Dishonorable Mentions
2013	The sharks circled the leaking life raft like a pack of rabid personal-injury attorneys at a five-car pileup, and Clarence could just taste the fear (which tasted like chicken) and wondered morbidly if he too, might taste like chicken.	Purple Prose	Dishonorable Mentions
2013	When the slinky redhead slunk into the throbbing, strobe-lit nightclub, Elwood's eyes fastened on her the way a toilet plunger will fasten onto a hard surface if you shove it down just right, but her returning glance, while smoldering, was actually more caustic and burned his tender ego the way liquid Drano can burn your hand if you spill some on it, having disregarded the manufacturer's warning.	Purple Prose	Dishonorable Mentions
2013	While Dame Goodchild fondly watched Lord Peasebody's innocent ward gaze admiringly after Eduardo de Abló, the china-blue eyes moving upwards from the ancestral sword banging lightly against taut thighs to the carelessly tied cravat framing a swarthy, cicatrized cheek above which black eyes half-hidden by untamed raven locks flashed in challenge and passion, she wondered if Elizabeth knew he got the scar from falling face-first onto his ostler's manure rake.	Romance	Dishonorable Mentions
2013	Mildred, sitting under the hair dryer at The Curl & Go and thumbing through a Victoria's Secret catalogue, felt a shudder and a fleeting moment of commiseration when she saw those tiny thongs the models were sporting in the name of underwear because, as it happened, her own butt cheeks tended to gobble up her Fruit of the Loom For Mature Women white cotton panties like a pair of starving wolverines fighting over a flatfish.	Purple Prose	Dishonorable Mentions
2013	He had a way with women that was at first endearing, then gradually engendered caution and finally outright rejection, like potato salad at a summer picnic.	Purple Prose	Runner Up
2013	Before they met, his heart was a frozen block of ice, scarred by the skate blades of broken relationships, then she came along and like a beautiful Zamboni flooded his heart with warmth, scraped away the ugly slushy bits, and dumped them in the empty parking lot of his soul.	Purple Prose	Winner
2013	General Lee arranged for the dreaded surrender, yet capitalized on his opponents' weaknesses to the very end, striking a tiny parting blow for the Army of Northern Virginia (chuckling to himself) as he remembered from Academy days how many Union commanders had struggled with spelling even common words, and so ran his finger along the map and settled on Appomattox.	Historical Fiction	Dishonorable Mentions
2013	It was a long shot by any measure, good bowman though he was, and he didn't want to risk it with his kid, but a lot was on the line, and that big, red apple was square on his dear boy's head, and he had to shoot it off…then everything went still, and William Tell heard the sound of music, quiet, then gently rising, like an overture.	Historical Fiction	Runner Up
2013	There is a special pinkness to the sky as the sun rises on a crisp January morning, kissing the clouds, warming the fields, and waking the livestock, who move quietly to their feet and begin to mill about their pens, like patrons in a crowded theater lobby who, instead of waiting to see a show, are waiting to be made into steaks or bacon.	Purple Prose	Dishonorable Mentions
2014	As Farmer Brown's train pulled out of the station at 10:00am traveling east at 50 mph, he had no idea that at that very same moment Farmer Green was 100 miles away on a west-bound train heading straight for him at 60mph and that because of a tragic track-switching mistake he was going to die in a fiery head-on train crash at exactly…uhm…well…err…sometime later that day.	Odious Outliers	
2014	Tomorrow was Cindy's favorite day; not tomorrow-as-in-May-Eighteenth, but tomorrow as in the concept, like freedom— the idea of a time that has not yet come to pass, like the zombie apocalypse or the rapture—and which, therefore, her mother-in-law had not yet ruined.	Odious Outliers	
2014	Every once in a while Cletus would feel the inconceivable, unintelligible force of loneliness come down from the far reaches of the cold, dark universe and crush him in a manner that left him pondering the significance of his sad, meandering existence in the face of this meaningless mass of nothing we call life, but not today, because today is Taco Tuesday.	Odious Outliers	
2014	Grey and foreboding, the turbulent sea—our faithful companion for the previous 24 days—brought our little boat at last to the soft pastel tranquility of a tropical island paradise where pristine beaches nuzzled the feet of craggy volcanic peaks, and the tiny harbor's pungent odor betrayed the local cab drivers who habitually urinated on the sea wall.	Odious Outliers	
2014	The Cisco Kid, Pancho, Hopalong Cassidy, and Roy Rogers had all gone on to Tombstone to meet up with Wyatt Earp, leaving me on my lonesome in this one-horse town with not one cent in my britches, and my old nag Buster damn near puckered out, so I had to hook up with the loan arranger and pronto.	Vile Puns	Dishonorable Mentions
2014	"I guess you ain't from around these here parts, Mistuh", drawled Sheriff Cole McCabe, suspiciously eying the mysterious one-armed, scar-faced stranger with no name who had just stepped off the Deadwood stage and was now standing at the bar of the Last Chance saloon dressed only in a tutu, high-heeled shoes, holding a pink parasol and reciting passages from Marcel Proust's Remembrance of Things Past to Mad Dog Kincaid and the Coltrane boys outta the Lazy K Ranch just south o' Tucson.	Western	Winner
2014	Dr. Fulton Crisp DMD, stoic superintendent of the prestigious Northwoods Dental College, entered the symposium for new students, took the dais amid the clamor of the first day of classes, produced a #6 dental pick from a pocket, held it aloft for all to see and spoke the immortal words, "May I have your attention please, this is not a drill, repeat this is not a drill."	Vile Puns	Dishonorable Mentions
2014	When the call came in for grammar expert Professor Leland Saige to analyze the President's latest speech just five minutes after Saige's indispensable assistant, Mary Anne Detwiler had gone to bed (Mary Anne was notoriously impossible to awaken fifteen minutes after she retired), the Professor's receptionist hurriedly burst into his office and breathlessly announced, "If you're going to parse, Lee Saige, rouse Mary in time!"	Vile Puns	Dishonorable Mentions
2014	This is a tale of love, pain, loss, and redemption—and of a baboon, Amelia.	Odious Outliers	
2014	Pet detective Drake Leghorn ducked reporters at the entrance to the small hobby farm and headed down to the tiny pond where a lone goose was frantically calling for her mate and he wondered why—when so many come to look upon the graceful mating pair—why would someone want to take a gander?	Vile Puns	Winner
2014	I brought the stagecoach to a halt when I saw the robbers approach and of course they were quite riled when they found out not only was I not transporting anything valuable but there were also no passengers (such as a banker or pretty girl) aboard, and then they threatened to shoot me for no good reason but finally said the hell with it and rode off, but I think shooting me for no loot, no suit, and no beaut would have been a good reason.	Western	Dishonorable Mentions
2014	There it stood regally atop the marble counter, the clear, sensuously curvaceous container, with its golden cargo, crowned with a spherical stopper, with its tapered base in intimate contact with the neck of the vessel, a vitreous phallus waiting to deprive the oleaginous content of its extra-virginity.	Odious Outliers	
2014	I fell into my Swedish lover Sven's strong grip like a prime piece of organic mahogany held in the iron grasp of a log clamp on a wet November afternoon.	Odious Outliers	
2014	As I passed the sweating plate glass windows and my own reflection as well as that of the occasional headlight off the interstate of the exit 49 Waffle House pondering whether I would have the late night steak-and-egg breakfast or the covered, smothered, scattered triple hash browns with Tabasco, I caught a glimpse of what looked like the entire cast of Fargo at the counter sending a vague wave of fear over me and the thought that if Armageddon were to be tonight, this would be the epicenter.	Odious Outliers	
2014	My name is Caroline and if you're reading this I'm either dead or I've gotten lost in some alternate dimension where Liverpool has exploded and been replaced with a fancy water park…though it's probably the first one.	Odious Outliers	
2014	Pine trees stretched as far as the eye could see, which wasn't very far in Gerald's case, since he was overdue for cataract surgery with the only ophthalmologist in town who still took Medicare patients, and their needles whispered gently in the breeze.	Odious Outliers	
2014	In the bleak world of Detective Clive Pinch the sight of dead bodies was no big whoop, but lots of little pieces of a whole bunch of different ones crammed into crude papier mache raccoons welded inside a rusty steel drum washed up on a moonlit Port Hueneme beach most certainly was a big one.	Odious Outliers	
2014	Long, sleek legs protruded from her tantalizingly round abdomen; thick, bristly hairs clung to his skin, communicating "I need you" in her innocent, nymphean way; wide, multifaceted eyes stared lustrously into him—yes, the little maggot he'd taken in but weeks before had blossomed into a voluptuous young housefly, and he feared he could no longer resist her beauty.	Odious Outliers	
2014	Perhaps it was the unnatural angle of her neck that bothered Clint, or perhaps it was the fact that she was beautiful—far too beautiful to be having a body bag zipped up over her, but he knew one thing for certain: the untouched chocolate mud cake on the counter was looking more appetizing by the minute.	Odious Outliers	
2014	I will not repeat what she said when she came home and found out I'd been spraying Endust on her dog and throwing treats under the bed to get him to harvest the dust bunnies, but you wouldn't think a young lady would even know any words like that.	Odious Outliers	
2014	The fluffy white clouds draped over the top of the mountain like a dollop of cream cheese icing melting down the sides of a hot cinnamon roll except without that alluring cinnamon roll aroma you get at the mall because, after all, this was a secluded mountain and erecting a mall in such a remote location would not be economically feasible.	Odious Outliers	
2014	Fearing his subordinates were after his job, and having denied their requests for promotions, Edgar Bergen felt the first pangs of job insecurity upon discovering Charlie McCarthy and Mortimer Snerd poring intently over dog-eared and well-worn copies of Ventriloquism for Dummies.	Odious Outliers	
2014	The full moon over distant hill bathed the lovers in joyful radiance, glowworms merrily winked and glimmered, swamp gas emanated an ethereal shimmer, and fireflies twinkled, flickered and fluttered—pinging their pinprick flashes like optical exclamation points, the whole light show engendering a veritable cornucopian cacophony of Kinkadesque scintillation.	Odious Outliers	
2014	The cheesemonger's wares reminded me of the days of my feckless youth—the soft white clouds of paneer encapsulated my leisurely summer in Gujarat, the block of sweet, caramel-brown Brunost made my autumn sojourn in Oslo float to mind, and the pungent scent of Stilton, its yellowish-white wedges embellished with veins of blue-green mould, brought back memories of discovering the Staffordshire Strangler's first five corpses.	Odious Outliers	
